rank,stock_id,name,close,vol_ratio,daily_return_pct,ma28_bias_pct,turnover_億,rsi14,inst_consec_days,yoy_revenue_pct,foreign_today,trust_today,foreign_3d,trust_3d,is_strong_confirm,is_early_breakout,total_score,early_score,composite_score,reject_reason,early_reject_reason
158,3653,健策,4125.0,0.93,-2.71,12.78,63.87,61.9,0,18.9,-169672.0,-130415.0,9847.0,-54360.0,False,False,0.0,0.0,0.0,未通過,未通過
159,3583,辛耘,673.0,2.14,9.97,53.65,61.53,84.9,6,6.1,2622025.0,20693.0,3667010.0,487560.0,False,False,0.0,0.0,0.0,未通過,未通過
160,4566,時碩工業,66.9,3.26,9.85,15.36,3.02,65.8,6,12.6,892941.0,0.0,1157940.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
161,3715,定穎投控,186.5,0.76,-0.27,10.15,44.63,56.5,0,41.9,-4962438.0,-77423.0,-980673.0,-153423.0,False,False,0.0,0.0,0.0,未通過,未通過
162,4722,國精化,169.0,1.41,-4.25,-4.06,3.87,47.7,0,-10.7,-778000.0,-2000.0,-738000.0,-11000.0,False,False,0.0,0.0,0.0,未通過,未通過
163,4576,大銀微系統,165.0,2.25,0.92,28.87,18.25,77.4,3,49.5,1308073.0,0.0,3377473.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
164,4766,南寶,365.5,3.24,9.92,12.88,12.46,67.2,2,17.4,26294.0,-1000.0,86294.0,-1000.0,False,False,0.0,0.0,0.0,未通過,未通過
165,4904,遠傳,94.6,0.79,-0.73,1.85,3.82,56.7,4,3.6,432404.0,-838876.0,3826530.0,224095.0,False,False,0.0,0.0,0.0,未通過,未通過
166,3138,耀登,185.0,1.19,1.65,2.1,8.38,54.9,0,32.1,-164507.0,0.0,-177510.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
167,3062,建漢,30.45,0.94,-1.14,15.67,11.28,60.7,1,30.9,-3822100.0,1000.0,-2595600.0,1000.0,False,False,0.0,0.0,0.0,未通過,未通過
168,3376,新日興,206.5,0.52,-0.72,0.28,6.31,50.1,0,-9.6,-320000.0,-282.0,1930167.0,-1282.0,False,False,0.0,0.0,0.0,未通過,未通過
169,3231,緯創,135.0,1.36,1.89,4.36,56.81,58.0,3,117.7,9922598.0,-325524.0,47744510.0,181738.0,False,False,0.0,0.0,0.0,未通過,未通過
170,3189,景碩,381.0,1.15,-1.55,14.72,98.69,61.8,0,25.1,-2168917.0,-1235159.0,-3397851.0,-1191795.0,False,False,0.0,0.0,0.0,未通過,未通過
171,3380,明泰,39.1,0.73,-5.33,8.44,4.66,58.0,0,50.5,-1782178.0,0.0,-959081.0,1000.0,False,False,0.0,0.0,0.0,未通過,未通過
172,3443,創意,2665.0,1.05,0.38,10.1,67.18,59.0,2,33.5,-182941.0,57830.0,287375.0,10349.0,False,False,0.0,0.0,0.0,未通過,未通過
173,3023,信邦,274.0,0.9,0.74,9.91,4.41,62.4,5,7.5,396641.0,-83244.0,768787.0,-41244.0,False,False,0.0,0.0,0.0,未通過,未通過
174,3026,禾伸堂,194.0,1.31,5.72,51.14,32.96,82.4,0,0.1,-749745.0,-2329.0,1870911.0,-3329.0,False,False,0.0,0.0,0.0,未通過,未通過
175,3030,德律,303.0,1.71,9.98,18.58,44.91,70.3,0,14.7,-57109.0,-2777.0,-2217021.0,609425.0,False,False,0.0,0.0,0.0,未通過,未通過
176,4967,十銓,219.5,1.12,-0.23,1.67,22.21,50.1,0,120.5,-2723247.0,-1000.0,-4202175.0,-10000.0,False,False,0.0,0.0,0.0,未通過,未通過
177,4960,誠美材,23.0,1.39,9.79,5.6,5.33,55.1,0,-23.9,-2264000.0,0.0,-5072950.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
178,4958,臻鼎-KY,265.0,0.88,0.57,29.53,89.2,71.5,12,7.2,-8630467.0,683001.0,-4727413.0,1384753.0,False,False,0.0,0.0,0.0,未通過,未通過
179,4956,光鋐,35.8,0.6,-1.92,15.11,2.82,62.6,0,12.6,-771111.0,0.0,-2613111.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
180,4938,和碩,80.7,1.31,0.88,6.46,8.16,63.7,3,-0.8,132206.0,-276760.0,3544212.0,-128600.0,False,False,0.0,0.0,0.0,未通過,未通過
181,4949,有成精密,84.7,1.41,10.0,35.09,5.73,73.4,0,42.2,-51620.0,0.0,1453964.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
182,4927,泰鼎-KY,43.85,1.4,-3.41,0.11,6.2,54.0,0,-10.7,-2699000.0,0.0,-811454.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
183,4919,新唐,91.6,1.04,1.78,2.29,9.31,53.3,0,-6.1,-660177.0,-7000.0,-619177.0,-4000.0,False,False,0.0,0.0,0.0,未通過,未通過
184,4739,康普,84.6,1.15,2.3,7.83,2.5,59.5,0,103.6,-56000.0,-8000.0,101999.0,-14000.0,False,False,0.0,0.0,0.0,未通過,未通過
185,4906,正文,40.2,0.83,0.0,24.84,30.84,66.5,0,-39.8,-6373115.0,-17061.0,-22865.0,-27769.0,False,False,0.0,0.0,0.0,未通過,未通過
186,5434,崇越,401.0,1.52,9.71,21.15,10.31,74.9,2,30.6,735428.0,-2349.0,985737.0,10807.0,False,False,0.0,0.0,0.0,未通過,未通過
187,5388,中磊,84.1,1.08,-2.66,6.72,10.29,59.8,1,86.5,-1217140.0,1000.0,3937790.0,1000.0,False,False,0.0,0.0,0.0,未通過,未通過
188,5269,祥碩,1110.0,0.98,2.3,-5.83,9.7,43.3,0,39.9,-109626.0,-5146.0,4897.0,-12317.0,False,False,0.0,0.0,0.0,未通過,未通過
189,5243,乙盛-KY,119.0,1.48,4.85,48.3,19.32,85.0,3,-3.2,4161200.0,0.0,5326357.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
190,4989,榮科,80.7,1.63,9.95,17.79,38.71,68.6,0,54.0,-1837061.0,0.0,12955820.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
191,5234,達興材料,396.5,0.77,-1.12,5.17,3.92,57.4,0,5.5,-172674.0,-2138.0,509525.0,-103331.0,False,False,0.0,0.0,0.0,未通過,未通過
192,6213,聯茂,214.0,0.92,-1.15,42.99,81.07,76.8,1,13.8,-2240664.0,111518.0,-7977731.0,1428518.0,False,False,0.0,0.0,0.0,未通過,未通過
193,6239,力成,214.5,0.88,2.39,3.53,23.1,53.4,0,35.2,-278535.0,-1007890.0,213843.0,-802890.0,False,False,0.0,0.0,0.0,未通過,未通過
194,6257,矽格,176.0,0.72,2.92,25.62,27.35,74.9,1,16.7,-873875.0,102877.0,1958925.0,-1615460.0,False,False,0.0,0.0,0.0,未通過,未通過
195,6271,同欣電,171.5,1.19,-0.87,10.86,17.02,62.1,3,-4.6,127518.0,0.0,4640010.0,-340.0,False,False,0.0,0.0,0.0,未通過,未通過
196,6278,台表科,104.0,2.9,9.7,6.49,7.91,65.7,0,-2.6,-24000.0,-22490.0,-1168000.0,-42055.0,False,False,0.0,0.0,0.0,未通過,未通過
197,6282,康舒,46.15,0.93,0.11,-1.64,5.98,47.9,0,17.3,-468980.0,-33000.0,3800535.0,-122000.0,False,False,0.0,0.0,0.0,未通過,未通過
198,6285,啟碁,225.5,0.72,-0.22,26.93,71.84,71.3,5,3.8,-956585.0,928709.0,2428752.0,7937709.0,False,False,0.0,0.0,0.0,未通過,未通過
199,6409,旭隼,714.0,1.52,-0.83,-8.18,7.72,37.9,2,-22.0,16588.0,130.0,-203112.0,-718.0,False,False,0.0,0.0,0.0,未通過,未通過
200,6414,樺漢,283.0,1.25,1.8,3.9,3.93,57.5,1,19.2,214474.0,-9000.0,-8526.0,5000.0,False,False,0.0,0.0,0.0,未通過,未通過
201,6415,矽力*-KY,279.5,1.04,-0.89,2.01,12.54,50.6,0,12.0,-531844.0,-231000.0,-406514.0,-620000.0,False,False,0.0,0.0,0.0,未通過,未通過
202,5880,合庫金,23.85,0.99,-0.83,2.06,2.78,57.0,4,,371144.0,-46316.0,15120368.0,-66609.0,False,False,0.0,0.0,0.0,未通過,未通過
203,5871,中租-KY,107.0,0.9,-1.38,1.35,5.01,50.3,0,-2.9,-1105266.0,-117920.0,-995129.0,-343449.0,False,False,0.0,0.0,0.0,未通過,未通過
204,6168,宏齊,26.65,0.5,-3.79,15.95,2.72,62.1,0,-0.9,-304000.0,0.0,-31499.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
205,6176,瑞儀,89.0,1.46,-2.63,-6.59,4.07,29.2,0,-3.7,-2144900.0,-107269.0,-2608900.0,-164981.0,False,False,0.0,0.0,0.0,未通過,未通過
206,6196,帆宣,325.5,1.22,2.2,13.86,13.69,65.8,7,17.5,131093.0,-4106.0,2111762.0,-18309.0,False,False,0.0,0.0,0.0,未通過,未通過
207,6197,佳必琪,179.0,0.84,0.0,5.76,5.75,57.3,0,12.3,-582000.0,0.0,-2573000.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
208,6451,訊芯-KY,432.0,2.4,9.92,59.78,50.42,76.8,1,-25.4,-532178.0,81000.0,-474989.0,80563.0,False,False,0.0,0.0,0.0,未通過,未通過
209,6446,藥華藥,646.0,0.84,2.38,-0.78,9.3,50.0,1,64.4,303060.0,-2000.0,52617.0,2000.0,False,False,0.0,0.0,0.0,未通過,未通過
210,6443,元晶,35.5,1.26,-4.18,-22.7,15.72,33.2,1,-63.7,11750110.0,0.0,5367924.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
211,6442,光聖,2325.0,1.09,9.93,17.59,77.92,63.5,1,75.6,543055.0,-10000.0,216248.0,-160539.0,False,False,0.0,0.0,0.0,未通過,未通過
212,6438,迅得,179.5,1.15,0.0,10.63,8.92,63.3,0,15.7,-283833.0,0.0,-12834.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
213,6426,統新,197.0,1.64,9.75,27.13,10.6,65.3,1,70.0,981650.0,0.0,426340.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
214,6472,保瑞,411.5,0.83,2.24,-10.55,4.26,35.7,3,4.2,293131.0,-929.0,982949.0,-138929.0,False,False,0.0,0.0,0.0,未通過,未通過
215,6505,台塑化,52.0,0.7,-1.33,-8.85,5.74,41.5,2,7.8,527044.0,915000.0,-10022337.0,-450464.0,False,False,0.0,0.0,0.0,未通過,未通過
216,6706,惠特,140.0,1.82,9.8,13.79,15.76,61.5,3,-59.6,1634225.0,-505.0,3463228.0,-505.0,False,False,0.0,0.0,0.0,未通過,未通過
217,6715,嘉基,439.0,1.22,5.91,46.27,14.12,74.9,5,9.6,-136454.0,45862.0,52546.0,455862.0,False,False,0.0,0.0,0.0,未通過,未通過
218,6770,力積電,55.4,1.05,2.59,-12.22,74.41,42.6,1,28.3,16206540.0,-3017000.0,-27369842.0,-3420000.0,False,False,0.0,0.0,0.0,未通過,未通過
219,6781,AES-KY,979.0,0.98,0.0,-5.01,13.33,42.2,0,25.6,-44803.0,-133125.0,-282687.0,-162265.0,False,False,0.0,0.0,0.0,未通過,未通過
220,6531,愛普*,516.0,1.37,7.39,6.78,30.12,57.3,0,112.6,-394878.0,-10602.0,-2211797.0,-31275.0,False,False,0.0,0.0,0.0,未通過,未通過
221,6515,穎崴,7930.0,0.84,-0.81,17.92,16.18,63.2,0,69.2,-9267.0,-21415.0,53086.0,-25169.0,False,False,0.0,0.0,0.0,未通過,未通過
222,6669,緯穎,3630.0,0.97,1.4,-4.03,47.17,48.1,0,13.9,-121657.0,-4141.0,186075.0,-34213.0,False,False,0.0,0.0,0.0,未通過,未通過
223,6672,騰輝電子-KY,150.0,1.04,-2.6,30.37,11.1,73.7,0,32.7,-1726932.0,0.0,1519628.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
224,6933,AMAX-KY,178.0,1.6,9.88,31.61,3.23,74.9,1,-13.7,101000.0,0.0,-58500.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
225,6830,汎銓,700.0,0.19,8.02,58.03,3.64,81.6,3,22.9,28425.0,0.0,400626.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
226,6805,富世達,1865.0,0.93,1.36,2.1,31.11,53.9,1,95.0,233511.0,-184936.0,-651500.0,-447593.0,False,False,0.0,0.0,0.0,未通過,未通過
227,6789,采鈺,336.5,0.82,-0.74,-0.04,9.29,53.7,0,6.2,-190231.0,-9000.0,-576824.0,-7248.0,False,False,0.0,0.0,0.0,未通過,未通過
228,8033,雷虎,130.0,0.97,-0.76,-9.5,2.72,37.4,0,5.3,-10965.0,0.0,-277696.0,0.0,False,False,0.0,0.0,0.0,未通過,未通過
229,8039,台虹,137.0,1.17,0.74,19.18,45.91,71.1,0,10.5,-913098.0,-5523.0,5402477.0,-11089.0,False,False,0.0,0.0,0.0,未通過,未通過
230,8028,昇陽半導體,199.0,1.26,-3.16,8.49,33.93,57.8,4,25.6,277909.0,-3000.0,6273579.0,-27000.0,False,False,0.0,0.0,0.0,未通過,未通過
231,8021,尖點,317.5,0.31,9.86,26.46,17.75,68.8,2,51.4,942751.0,-3440.0,3905741.0,-3994.0,False,False,0.0,0.0,0.0,未通過,未通過
232,8110,華東,49.3,1.09,-0.2,-8.88,5.75,41.3,0,11.6,-798502.0,-8000.0,557610.0,-41000.0,False,False,0.0,0.0,0.0,未通過,未通過
233,8046,南電,667.0,0.7,-0.3,24.16,138.5,67.7,18,39.0,-2364940.0,1227000.0,-3631196.0,2348000.0,False,False,0.0,0.0,0.0,未通過,未通過
234,8210,勤誠,890.0,0.43,1.14,-0.17,13.29,49.6,1,44.7,79369.0,-269.0,769233.0,-571603.0,False,False,0.0,0.0,0.0,未通過,未通過
235,8150,南茂,61.4,1.16,1.66,2.09,8.16,54.6,9,23.1,1152914.0,11000.0,5351373.0,31000.0,False,False,0.0,0.0,0.0,未通過,未通過
236,8271,宇瞻,164.5,1.26,6.47,8.77,16.73,57.0,0,292.7,-884703.0,-2664.0,-1794706.0,-13256.0,False,False,0.0,0.0,0.0,未通過,未通過
237,8438,昶昕,89.3,0.76,9.98,29.44,4.61,74.8,2,20.7,363851.0,0.0,195579.0,-4000.0,False,False,0.0,0.0,0.0,未通過,未通過
238,8996,高力,1040.0,1.02,2.97,19.83,49.69,65.0,3,205.3,815971.0,57000.0,591851.0,-162001.0,False,False,0.0,0.0,0.0,未通過,未通過
239,9939,宏全,112.0,2.47,-3.03,-5.97,4.13,35.2,2,-4.0,-448231.0,1000.0,-543238.0,2000.0,False,False,0.0,0.0,0.0,未通過,未通過
